NAME,SEEDS,LEECHES,TIME,SIZE,UPLOADER
The Cable Guy (1996) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,32,16,Feb. 22nd '19,4.3 GB32,QxR
Ralph Breaks the Internet (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]8,71,22,Feb. 21st '19,4.6 GB71,QxR
Dirty Dancing (1987) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]4,25,17,Feb. 21st '19,5.5 GB25,QxR
An American Werewolf in London (1981) 35th Anniv (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]5,33,6,Feb. 20th '19,4.3 GB33,QxR
Labyrinth (1986) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]6,25,12,Feb. 20th '19,13.1 GB25,QxR
Passengers (2016) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]3,39,12,Feb. 19th '19,4.1 GB39,QxR
Passengers (2016) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR],11,3,Feb. 19th '19,7.1 GB11,QxR
Overlord (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]8,93,38,Feb. 18th '19,4.7 GB93,QxR
When Harry Met Sally (1989) 30th Anniv (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]3,32,8,Feb. 18th '19,4.5 GB32,QxR
At Eternity's Gate (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,28,6,Feb. 17th '19,4.3 GB28,QxR
The Front Runner (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],65,35,Feb. 17th '19,4.7 GB65,QxR
Bad Boys II (2003) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR],7,6,Feb. 16th '19,19.0 GB7,QxR
Bad Boys II (2003) RM4K (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,20,7,Feb. 16th '19,6.9 GB20,QxR
Bad Boys (1995) RM4K (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,38,16,Feb. 15th '19,4.9 GB38,QxR
Bad Boys (1995) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR],8,4,Feb. 15th '19,14.5 GB8,QxR
Close Encounters of the Third Kind (1977) 40th Anniv DC (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole...7,32,12,Feb. 14th '19,6.4 GB32,QxR
Close Encounters of the Third Kind (1977) 40th Anniv DC (2160p BluRay x265 HEVC 10bit HDR AAC 5.1 Ti...3,34,40,Feb. 14th '19,17.2 GB34,QxR
Get Out (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]6,37,35,Feb. 13th '19,4.1 GB37,QxR
Get Out (2017) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]1,19,7,Feb. 13th '19,8.3 GB19,QxR
Halloween (1978) 35th Anniv (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]7,23,7,Feb. 12th '19,5.0 GB23,QxR
Halloween II (1981) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,17,16,Feb. 12th '19,4.3 GB17,QxR
The Hunger Games - Mockingjay - Part 2 (2015) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]4,14,8,Feb. 11th '19,5.6 GB14,QxR
The Hunger Games - Mockingjay - Part 2 (2015) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR...,11,2,Feb. 11th '19,6.2 GB11,QxR
The Guilty (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Danish Tigole) [QxR]3,18,2,Feb. 10th '19,2.7 GB18,QxR
The Hunger Games - Mockingjay - Part 1 (2014) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR...,13,1,Feb. 10th '19,5.4 GB13,QxR
The Hunger Games - Mockingjay - Part 1 (2014) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]9,19,14,Feb. 10th '19,4.6 GB19,QxR
Climax (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 French Tigole) [QxR]4,22,12,Feb. 9th '19,4.7 GB22,QxR
The Hunger Games - Catching Fire (2013) IMAX (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]14,21,16,Feb. 9th '19,6.9 GB21,QxR
The Hunger Games - Catching Fire (2013) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]1,18,11,Feb. 9th '19,14.0 GB18,QxR
The Hunger Games (2012) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]9,24,15,Feb. 8th '19,7.5 GB24,QxR
The Hunger Games (2012) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]1,12,10,Feb. 8th '19,18.2 GB12,QxR
Bohemian Rhapsody (2018) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]4,19,14,Feb. 7th '19,11.8 GB19,QxR
Inception (2010) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]18,30,16,Feb. 7th '19,9.8 GB30,QxR
Bohemian Rhapsody (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]8,57,48,Feb. 6th '19,7.5 GB57,QxR
Interstellar (2014) IMAX (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]9,37,11,Feb. 6th '19,8.7 GB37,QxR
Men in Black 3 (2012) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]2,10,2,Feb. 5th '19,12.5 GB10,QxR
Men in Black 3 (2012) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,37,25,Feb. 5th '19,5.2 GB37,QxR
Men in Black II (2002) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]6,35,15,Feb. 4th '19,4.0 GB35,QxR
Men in Black II (2002) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]1,11,5,Feb. 4th '19,11.5 GB11,QxR
Men in Black (1997) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]1,13,11,Feb. 3rd '19,12.7 GB13,QxR
Men in Black (1997) RM4K (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]6,34,13,Feb. 3rd '19,4.0 GB34,QxR
A Private War (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,61,12,Feb. 2nd '19,4.4 GB61,QxR
The Grinch (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]2,53,16,Feb. 2nd '19,4.3 GB53,QxR
McKellen - Playing the Part (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],14,7,Feb. 1st '19,3.5 GB14,QxR
Becoming Astrid (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Swedish Tigole) [QxR]1,12,7,Feb. 1st '19,4.4 GB12,QxR
Widows (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]4,38,20,Feb. 1st '19,5.7 GB38,QxR
The Nutcracker and the Four Realms (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]1,69,17,Jan. 31st '19,4.2 GB69,QxR
The Girl in the Spider's Web (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]3,76,33,Jan. 31st '19,4.0 GB76,QxR
Blade Runner (1982) Final Cut 30th Anniv (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]20,91,46,Jan. 30th '19,7.0 GB91,QxR
Blade Runner (1982) Final Cut (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]2,10,13,Jan. 30th '19,15.4 GB10,QxR
Suspiria (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]9,49,20,Jan. 29th '19,4.5 GB49,QxR
The Lion King (1994) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]2,20,5,Jan. 29th '19,3.8 GB20,QxR
The Lion King (1994) Diamond (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]12,39,18,Jan. 29th '19,3.5 GB39,QxR
A Star Is Born (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]10,74,34,Jan. 28th '19,5.9 GB74,QxR
Woman Walks Ahead (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,17,14,Jan. 28th '19,3.9 GB17,QxR
Lucky (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,16,5,Jan. 27th '19,3.8 GB16,QxR
The Happy Prince (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],19,8,Jan. 27th '19,3.1 GB19,QxR
Hunter Killer (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]5,52,25,Jan. 26th '19,4.4 GB52,QxR
First Man (2018) IMAX (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]3,42,47,Jan. 26th '19,17.6 GB42,QxR
The Wife (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,33,15,Jan. 25th '19,3.2 GB33,QxR
Beautiful Boy (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]3,20,13,Jan. 25th '19,4.6 GB20,QxR
Sicario - Day of the Soldado (2018) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]4,10,9,Jan. 24th '19,12.4 GB10,QxR
Sicario (2015) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]7,17,14,Jan. 24th '19,4.2 GB17,QxR
Sicario (2015) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]1,9,3,Jan. 24th '19,6.6 GB9,QxR
The Seagull (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,20,18,Jan. 23rd '19,3.2 GB20,QxR
5 to 7 (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,6,9,Jan. 23rd '19,2.4 GB6,QxR
The Sisters Brothers (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,32,19,Jan. 22nd '19,4.2 GB32,QxR
City Slickers (1991) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,19,11,Jan. 22nd '19,5.1 GB19,QxR
Boy Erased (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]6,34,14,Jan. 21st '19,3.1 GB34,QxR
The Muppet Christmas Carol (1992) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]3,19,5,Jan. 21st '19,3.6 GB19,QxR
Pacific Rim - Uprising (2018) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]2,16,17,Jan. 20th '19,19.3 GB16,QxR
Pacific Rim (2013) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]6,16,8,Jan. 20th '19,6.6 GB16,QxR
Pacific Rim (2013) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]3,11,7,Jan. 20th '19,17.3 GB11,QxR
Hacksaw Ridge (2016) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]9,35,14,Jan. 19th '19,5.5 GB35,QxR
Hacksaw Ridge (2016) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR],11,3,Jan. 19th '19,9.9 GB11,QxR
The Revenant (2015) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]7,32,14,Jan. 18th '19,6.6 GB32,QxR
The Revenant (2015) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]6,32,10,Jan. 18th '19,13.3 GB32,QxR
Cold War (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Polish Tigole) [QxR]4,29,6,Jan. 17th '19,3.1 GB29,QxR
The Rider (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],26,14,Jan. 17th '19,3.4 GB26,QxR
First Man (2018) IMAX (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]6,43,32,Jan. 16th '19,5.9 GB43,QxR
Goosebumps 2 - Haunted Halloween (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,45,28,Jan. 16th '19,3.7 GB45,QxR
Halloween (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]6,39,23,Jan. 15th '19,5.2 GB39,QxR
Madeline's Madeline (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,12,18,Jan. 15th '19,4.7 GB12,QxR
First Man (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]14,33,17,Jan. 14th '19,5.9 GB33,QxR
The Hate U Give (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]6,31,25,Jan. 14th '19,6.0 GB31,QxR
Watchmen (2008) Season 1 S01 (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]5,10,9,Jan. 13th '19,3.7 GB10,QxR
Watchmen (2009) Ultimate Cut (2160p BluRay x265 HEVC 10bit HDR AAC 5.1 Tigole) [QxR]3,12,13,Jan. 13th '19,24.3 GB12,QxR
Watchmen (2009) Ultimate Cut (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]13,48,23,Jan. 13th '19,9.4 GB48,QxR
Menace II Society (1993) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR],28,9,Jan. 12th '19,3.9 GB28,QxR
Hector and the Search for Happiness (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,28,7,Jan. 12th '19,4.3 GB28,QxR
The Drop (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]6,42,5,Jan. 11th '19,3.9 GB42,QxR
Shoot 'Em Up (2007) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]4,47,13,Jan. 11th '19,5.4 GB47,QxR
The Old Man & the Gun (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,28,14,Jan. 10th '19,3.6 GB28,QxR
Dredd (2012) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]13,52,10,Jan. 10th '19,4.2 GB52,QxR
Dredd (2012) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR],12,6,Jan. 10th '19,9.8 GB12,QxR
The Bachelors (2017) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],16,8,Jan. 9th '19,3.1 GB16,QxR
Everybody's Fine (2009) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],10,8,Jan. 9th '19,4.0 GB10,QxR
Assassination Nation (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]5,64,15,Jan. 8th '19,3.5 GB64,QxR
The Hundred-Foot Journey (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,14,11,Jan. 8th '19,4.5 GB14,QxR
Johnny English Strikes Again (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]10,97,28,Jan. 7th '19,3.3 GB97,QxR
Ladies in Black (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,22,16,Jan. 7th '19,3.5 GB22,QxR
The House with a Clock in Its Walls (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]15,68,19,Jan. 6th '19,4.4 GB68,QxR
Bad Times at the El Royale (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]6,54,20,Jan. 6th '19,4.6 GB54,QxR
White Boy Rick (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR],43,13,Jan. 5th '19,4.6 GB43,QxR
The Miseducation of Cameron Post (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]7,36,13,Jan. 5th '19,3.2 GB36,QxR
Mid90s (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]6,39,14,Jan. 4th '19,2.3 GB39,QxR
Ex Machina (2014) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]2,13,5,Jan. 4th '19,7.4 GB13,QxR
The Good Lie (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,15,6,Jan. 3rd '19,4.5 GB15,QxR
Speak (2004) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],2,13,Jan. 3rd '19,3.5 GB2,QxR
Finding Vivian Maier (2013) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,11,4,Jan. 2nd '19,2.8 GB11,QxR
These Final Hours (2013) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]6,48,10,Jan. 2nd '19,2.8 GB48,QxR
Jaws (1975) (1080p Bluray x265 HEVC 10bit AAC 7.1 Tigole) [UTR]5,13,4,Jan. 1st '19,3.6 GB13,uploadhero
The Matrix Revolutions (2003) RM (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]7,23,13,Jan. 1st '19,7.0 GB23,QxR
The Matrix Reloaded (2003) RM (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]13,31,14,Jan. 1st '19,7.1 GB31,QxR
Terminator Genisys (2015) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]5,34,10,Dec. 31st '18,3.9 GB34,QxR
Terminator Genisys (2015) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]2,6,4,Dec. 31st '18,9.8 GB6,QxR
Young & Beautiful (2013) (1080p BluRay x265 HEVC 10bit AAC 5.1 French Tigole) [QxR]2,9,7,Dec. 30th '18,3.9 GB9,QxR
"Lust, Caution (2007) (1080p BluRay x265 HEVC 10bit AAC 7.1 Chinese Tigole) [QxR]4",7,7,Dec. 30th '18,6.0 GB7,QxR
Keanu (2016) (1080p Bluray x265 HEVC 10bit AAC 5.1 Tigole) [UTR],18,2,Dec. 29th '18,2.2 GB18,uploadhero
Last Tango in Paris (1972) (1080p BluRay x265 HEVC 10bit AAC 2.0 Tigole) [QxR]6,14,9,Dec. 28th '18,4.7 GB14,QxR
Like Water for Chocolate (1992) (1080p BluRay x265 HEVC 10bit AAC 5.1 Spanish Tigole) [QxR]4,9,6,Dec. 28th '18,3.9 GB9,QxR
Every Man for Himself (1980) Criterion (1080p BluRay x265 HEVC 10bit AAC 1.0 French Tigole) [QxR],4,5,Dec. 27th '18,5.0 GB4,QxR
The Dead Zone (1983) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]5,21,13,Dec. 27th '18,4.0 GB21,QxR
The Skeleton Twins (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],16,5,Dec. 26th '18,3.3 GB16,QxR
Nothing But the Truth (2008) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],22,5,Dec. 26th '18,4.5 GB22,QxR
Election (1999) Criterion (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,13,8,Dec. 25th '18,5.2 GB13,QxR
Poldark (2015) Season 4 S04 (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]5,9,11,Dec. 25th '18,16.1 GB9,QxR
The Thirteenth Floor (1999) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,36,7,Dec. 24th '18,2.9 GB36,QxR
If I Stay (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,12,13,Dec. 24th '18,4.2 GB12,QxR
Housebound (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,8,8,Dec. 23rd '18,2.0 GB8,QxR
Who's Afraid of Virginia Woolf (1966) (1080p BluRay x265 HEVC 10bit AAC 2.0 Tigole) [QxR],9,8,Dec. 23rd '18,5.1 GB9,QxR
Withnail & I (1987) (1080p BluRay x265 HEVC 10bit AAC 1.0 Tigole) [QxR]4,14,4,Dec. 22nd '18,5.1 GB14,QxR
George Washington (2000) Criterion (1080p BluRay x265 HEVC 10bit AAC 2.0 Tigole) [QxR]1,5,5,Dec. 22nd '18,3.7 GB5,QxR
Terminator 2 - Judgment Day (1991) (2160p BluRay x265 HEVC 10bit HDR AAC 5.1 Tigole) [QxR]18,22,16,Dec. 21st '18,8.8 GB22,QxR
Terminator 2 - Judgment Day (1991) RM4K (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]21,26,8,Dec. 21st '18,5.3 GB26,QxR
Candy (2006) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,18,6,Dec. 20th '18,3.9 GB18,QxR
Hercules (2014) Extended (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]4,28,9,Dec. 20th '18,4.7 GB28,QxR
F for Fake (1973) Criterion (1080p BluRay x265 HEVC 10bit AAC 1.0 Tigole) [QxR]4,9,19,Dec. 19th '18,5.5 GB9,QxR
Let's Be Cops (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]5,21,10,Dec. 19th '18,4.4 GB21,QxR
Jersey Boys (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]3,52,13,Dec. 18th '18,4.5 GB52,QxR
The One I Love (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,18,10,Dec. 18th '18,2.5 GB18,QxR
Million Dollar Arm (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,7,6,Dec. 17th '18,4.4 GB7,QxR
Wish I Was Here (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,22,12,Dec. 17th '18,4.2 GB22,QxR
Under the Silver Lake (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,45,6,Dec. 16th '18,4.6 GB45,QxR
Lizzie (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]3,22,6,Dec. 16th '18,2.6 GB22,QxR
Black '47 (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,31,12,Dec. 15th '18,3.2 GB31,QxR
Venom (2018) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]10,209,91,Dec. 15th '18,7.4 GB209,QxR
Galveston (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]2,41,12,Dec. 14th '18,3.1 GB41,QxR
Colette (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,18,4,Dec. 14th '18,3.9 GB18,QxR
Mad Max - Fury Road (2015) (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]1,14,5,Dec. 13th '18,16.8 GB14,QxR
Mad Max - Fury Road (2015) Black and Chrome (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]5,9,4,Dec. 13th '18,4.8 GB9,QxR
Mad Max - Fury Road (2015) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]16,41,16,Dec. 13th '18,5.9 GB41,QxR
Peppermint (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]6,58,26,Dec. 12th '18,2.6 GB58,QxR
The Predator (2018) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]11,46,28,Dec. 12th '18,4.4 GB46,QxR
A Simple Favor (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]7,26,19,Dec. 12th '18,5.3 GB26,QxR
Venom (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]17,0,0,Dec. 11th '18,5.7 GB0,QxR
Lilting (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],7,0,Dec. 11th '18,3.6 GB7,QxR
The Fighter (2010) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]8,0,0,Dec. 10th '18,5.1 GB0,QxR
Cold in July (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,0,0,Dec. 10th '18,3.2 GB0,QxR
Smallfoot (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]7,69,30,Dec. 9th '18,4.9 GB69,QxR
The Basketball Diaries (1995) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]3,0,0,Dec. 9th '18,4.0 GB0,QxR
Support the Girls (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]1,27,8,Dec. 8th '18,3.4 GB27,QxR
Frank (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR],0,0,Dec. 8th '18,3.2 GB0,QxR
Some Like It Hot (1959) Criterion (1080p BluRay x265 HEVC 10bit AAC 1.0 Tigole) [QxR]5,0,0,Dec. 7th '18,6.2 GB0,QxR
Adam's Apples (2005) (1080p BluRay x265 HEVC 10bit AAC 5.1 Danish Tigole) [QxR]2,0,0,Dec. 7th '18,3.3 GB0,QxR
Operation Finale (2018) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]4,69,21,Dec. 6th '18,2.6 GB69,QxR
Guardians of the Galaxy Vol. 2 (2017) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]7,36,34,Dec. 6th '18,5.7 GB36,QxR
Guardians of the Galaxy (2014) (1080p BluRay x265 HEVC 10bit AAC 7.1 Tigole) [QxR]7,25,21,Dec. 6th '18,4.5 GB25,QxR
Mission - Impossible - Fallout (2018) IMAX (2160p BluRay x265 HEVC 10bit HDR AAC 7.1 Tigole) [QxR]10,41,30,Dec. 5th '18,19.7 GB41,QxR
Pride (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]3,14,10,Dec. 5th '18,4.8 GB14,QxR
Invasion of the Body Snatchers (1956) (1080p BluRay x265 HEVC 10bit AAC 2.0 Tigole) [QxR]16,27,13,Dec. 4th '18,3.8 GB27,QxR
They Live (1988) RM4K (1080p BluRay x265 HEVC 10bit AAC 5.1 Tigole) [QxR]15,31,24,Dec. 4th '18,4.4 GB31,QxR
Young Sheldon (2017) S03E16 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Vyndros),39,55,12:55am,428.6 MB39,Vyndros
Homeland (2011) S08E03 (1080p AMZN WEB-DL x265 HEVC 10bit DDP 5.1 Vyndros),40,50,12:48am,1.0 GB40,Vyndros
DC's Legends of Tomorrow (2016) S05E05 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Vyndros),7,14,12:46am,1.1 GB7,Vyndros
Charmed (2018) S02E13 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Vyndros),19,14,12:45am,619.1 MB19,Vyndros
Brooklyn Nine-Nine (2013) S07E04 (1080p AMZN WEB-DL x265 HEVC 10bit DDP 5.1 Vyndros),41,37,12:43am,540.5 MB41,Vyndros
The Resident (2018) S03E15 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Vyndros)3,7,8,1am Feb. 21st,896.4 MB7,Vyndros
The Magicians (2015) S05E07 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Vyndros),17,6,12am Feb. 21st,749.2 MB17,Vyndros
