NAME,SEEDS,LEECHES,TIME,SIZE,UPLOADER
The Widow (2019) Season 01 S01 (1080p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,28,7,Sep. 24th '19,3.6 GB28,UTRCorp
The Widow (2019) Season 01 S01 (2160p AMZN WEBRip NVENC HEVC 10bit AAC 5.1 Joy) [UTR]3,10,13,Sep. 24th '19,12.5 GB10,UTRCorp
 Pennyworth S01E09 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],10,1,Sep. 24th '19,530.4 MB10,UTRCorp
Spider-Man Far from Home (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR] 11,32,10,Sep. 23rd '19,1.7 GB32,UTRCorp
Spider-Man Far from Home (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR] 4,10,6,Sep. 23rd '19,3.0 GB10,UTRCorp
Spider-Man Far from Home (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR] 10,26,9,Sep. 23rd '19,6.1 GB26,UTRCorp
Yesterday (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,108,35,Sep. 23rd '19,5.3 GB108,UTRCorp
The Interview (2014) (1080p BluRay x265 HEVC 10bit AAC Q22 5.1 Joy) [UTR]1,5,0,Sep. 21st '19,1.2 GB5,UTRCorp
The Interview (2014) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q18 Joy) [UTR]1,32,1,Sep. 21st '19,1.9 GB32,UTRCorp
Tall Girl (2019) (1080p NF WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],27,3,Sep. 21st '19,1.1 GB27,UTRCorp
John Wick Chapter 2 (2017) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]5,13,3,Sep. 21st '19,1.8 GB13,UTRCorp
Good Eats S15E08 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],19,1,Sep. 21st '19,193.3 MB19,UTRCorp
 Good Eats S15E07 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],14,0,Sep. 21st '19,193.0 MB14,UTRCorp
Good Eats S15E06 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],8,2,Sep. 21st '19,192.3 MB8,UTRCorp
Good Eats S15E05 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],15,1,Sep. 21st '19,193.7 MB15,UTRCorp
Good Eats S15E04 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],5,0,Sep. 21st '19,192.1 MB5,UTRCorp
Good Eats S15E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,11,0,Sep. 21st '19,193.3 MB11,UTRCorp
Yesterday (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]1,25,6,Sep. 20th '19,1.2 GB25,UTRCorp
Spider-Man Far From Home (2019) (1080p WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]4,24,0,Sep. 20th '19,2.8 GB24,UTRCorp
Late Night (2019) (2160p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],9,4,Sep. 20th '19,4.6 GB9,UTRCorp
John Wick Chapter 2 (2017) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]4,6,5,Sep. 20th '19,5.6 GB6,UTRCorp
Spider-Man Far From Home (2019) (2160p WEBRIP x265 HEVC 10bit AC3 5.1 Joy) [UTR]1,20,6,Sep. 20th '19,5.8 GB20,UTRCorp
Pennyworth S01E08 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],22,4,Sep. 20th '19,545.6 MB22,UTRCorp
Pennyworth S01E07 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],5,4,Sep. 20th '19,560.1 MB5,UTRCorp
John Wick (2014) (1080p x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]5,16,5,Sep. 18th '19,1.3 GB16,UTRCorp
John Wick (2014) (2160p x265 HEVC 10bit AAC 7.1 Joy) [UTR]2,12,6,Sep. 18th '19,4.6 GB12,UTRCorp
Vikings (2013) Season 05 S05 (1080p BluRay x265 HEVC 10bit AAC 5.1 Joy) [UTR]5,17,15,Sep. 18th '19,9.2 GB17,UTRCorp
The Deuce S03E02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,17,2,Sep. 18th '19,593.5 MB17,UTRCorp
Hot Fuzz (2007) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR] 3,5,6,Sep. 18th '19,1.7 GB5,UTRCorp
Hot Fuzz (2007) + Featurettes (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR] 2,12,7,Sep. 18th '19,4.5 GB12,UTRCorp
Hot Fuzz (2007) + Featurettes (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],5,5,Sep. 18th '19,6.8 GB5,UTRCorp
Tin Star (2017) Season 02 S02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,10,19,Sep. 16th '19,4.0 GB10,UTRCorp
Tin Star (2017) Season 02 S02 (2160p AMZN NVENC HEVC 10bit AAC 5.1 Joy) [UTR]3,5,4,Sep. 16th '19,16.0 GB5,UTRCorp
Barry (2018) Season 02 S02 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,16,4,Sep. 16th '19,2.5 GB16,UTRCorp
Tin Star (2017) Season 01 S01 (1080p AMZN x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,10,2,Sep. 16th '19,4.6 GB10,UTRCorp
DuckTales (2017) S02E24 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,6,1,Sep. 15th '19,1.2 GB6,UTRCorp
Tin Star (2017) Season 01 S01 (2160p AMZN NVENC HEVC 10bit AAC 5.1 Joy) [UTR]9,3,3,Sep. 13th '19,18.7 GB3,UTRCorp
The Rook (2019) Season 01 S01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,7,4,Sep. 13th '19,4.0 GB7,UTRCorp
The Rook S01E08 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],1,2,Sep. 13th '19,510.0 MB1,UTRCorp
Rick and Morty (2013) Season 03 S03 (2160p UPRES BluRay x265 HEVC 10bit AAC 5.1 Joy) [UTR]10,3,1,Sep. 13th '19,8.1 GB3,UTRCorp
Dark Phoenix (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]2,7,2,Sep. 13th '19,5.4 GB7,UTRCorp
Dark Phoenix (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR],24,15,Sep. 13th '19,1.6 GB24,UTRCorp
Barry (2018) Season 01 S01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]4,12,11,Sep. 13th '19,2.4 GB12,UTRCorp
John Wick Chapter 3 – Parabellum (2019) (1080p BLURAY x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]23,12,6,Sep. 12th '19,1.7 GB12,UTRCorp
The Deuce S03E01 (1080p AMZN x265 HEVC 10bit AAC 5.1 Joy) [UTR],6,0,Sep. 11th '19,602.6 MB6,UTRCorp
The Dead Don't Die (2019) (2160p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR],5,3,Sep. 10th '19,4.7 GB5,UTRCorp
Men in Black International (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,11,7,Sep. 10th '19,5.4 GB11,UTRCorp
Aladdin (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,20,9,Sep. 10th '19,1.7 GB20,UTRCorp
Aladdin (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]18,17,9,Sep. 9th '19,5.9 GB17,UTRCorp
Aladdin (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]2,11,33,Sep. 9th '19,3.1 GB11,UTRCorp
Men in Black International (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]2,66,20,Sep. 9th '19,1.8 GB66,UTRCorp
Fleabag (2016) Season 01 S01 (2160p AMZN WEBRip NVENC HEVC 10bit AAC 5.1 Joy) [UTR]1,3,4,Sep. 9th '19,4.3 GB3,UTRCorp
13 Reasons Why (2017) Season 03 S03 (1080p WEBRIP x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,20,11,Sep. 9th '19,7.2 GB20,UTRCorp
John Wick: Chapter 3 - Parabellum (2019) (2160p Blu-ray x265 HEVC 10bit AAC 7.1 Joy) [UTR]16,37,8,Sep. 8th '19,6.0 GB37,UTRCorp
The Secret Life of Pets 2 (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]5,150,80,Sep. 7th '19,2.2 GB150,UTRCorp
The Secret Life of Pets 2 (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,33,15,Sep. 7th '19,1.1 GB33,UTRCorp
The Secret Life of Pets 2 (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,23,19,Sep. 7th '19,3.9 GB23,UTRCorp
Dark Phoenix (2019) (2160p WEBRIP x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,52,19,Sep. 7th '19,5.1 GB52,UTRCorp
The Universe (2007) Season 07 S07 (1080p Bluray x265 HEVC 10bit AAC 2.0 Joy) [UTR]3,8,1,Sep. 5th '19,2.8 GB8,UTRCorp
Carnival Row (2019) Season 01 S01 (1080p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]4,44,17,Sep. 5th '19,4.4 GB44,UTRCorp
This is the End (2013) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]2,41,4,Sep. 5th '19,1.1 GB41,UTRCorp
The Dead Dont Die (2019) (1080p NF WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],21,3,Sep. 5th '19,1.3 GB21,UTRCorp
Rocketman (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],36,28,Sep. 5th '19,5.7 GB36,UTRCorp
The Magicians (2015) S05E06 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,7,5,4pm Feb. 23rd,775.8 MB7,UTRCorp
The Magicians (2015) S05E05 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],8,5,4pm Feb. 23rd,725.2 MB8,UTRCorp
The Goldbergs (2013) S07E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],7,5,4pm Feb. 23rd,661.3 MB7,UTRCorp
Stumptown S01E15 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],15,2,4pm Feb. 23rd,732.1 MB15,UTRCorp
Star Trek Picard S01E05 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],49,6,4pm Feb. 23rd,924.2 MB49,UTRCorp
Single Parents S02E16 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],14,2,4pm Feb. 23rd,491.9 MB14,UTRCorp
Single Parents S02E15 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],7,3,4pm Feb. 23rd,499.5 MB7,UTRCorp
Schooled S02E15 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,4,3,4pm Feb. 23rd,586.6 MB4,UTRCorp
New Amsterdam (2018) S02E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],13,5,4pm Feb. 23rd,886.4 MB13,UTRCorp
New Amsterdam (2018) S02E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],10,6,4pm Feb. 23rd,867.0 MB10,UTRCorp
Modern Family S11E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],31,3,4pm Feb. 23rd,513.1 MB31,UTRCorp
Modern Family S11E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],9,7,4pm Feb. 23rd,696.5 MB9,UTRCorp
Power S06E15 (1080p NF WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,11,1,8pm Feb. 22nd,1.3 GB11,UTRCorp
Project Blue Book S02E05 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],11,2,9pm Feb. 20th,670.7 MB11,UTRCorp
The Good Doctor S03E15 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],9,1,6am Feb. 20th,678.7 MB9,UTRCorp
Prodigal Son S01E15 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],6,1,6am Feb. 20th,915.6 MB6,UTRCorp
Manifest S02E07 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],13,4,6am Feb. 20th,920.2 MB13,UTRCorp
Kidding S02E04 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],6,2,6am Feb. 20th,563.5 MB6,UTRCorp
Kidding S02E03 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],7,1,6am Feb. 20th,599.7 MB7,UTRCorp
Bull (2016) S04E15 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],6,0,6am Feb. 20th,928.2 MB6,UTRCorp
9-1-1 Lone Star S01E06 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],8,2,6am Feb. 20th,1.2 GB8,UTRCorp
Curb Your Enthusiasm S10E05 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]2,13,3,6pm Feb. 18th,974.6 MB13,UTRCorp
Hawaii Five-0 S10E16 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]2,7,0,5am Feb. 18th,1.8 GB7,UTRCorp
Homeland S08E02 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],20,3,5am Feb. 18th,1.1 GB20,UTRCorp
Brutal (2017) (1080p BluRay x265 HEVC 10bit DTS 2.0 Qman) [UTR],4,3,5am Feb. 18th,5.8 GB4,UTRCorp
A Beautiful Day in the Neighborhood (2019) (1080p BluRay x265 HEVC 10bit DTS 5.1 Qman) [UTR],7,2,5am Feb. 18th,3.2 GB7,UTRCorp
Superstore S05E15 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],8,1,5pm Feb. 16th,630.8 MB8,UTRCorp
Mom S07E15 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,6,1,5pm Feb. 16th,649.9 MB6,UTRCorp
Legacies S02E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],4,0,5pm Feb. 16th,763.7 MB4,UTRCorp
Brooklyn Nine-Nine S07E03 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],23,8,5pm Feb. 16th,571.9 MB23,UTRCorp
The Sinner S03E02 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],13,5,2am Feb. 16th,688.1 MB13,UTRCorp
Stumptown S01E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],9,0,2am Feb. 16th,980.4 MB9,UTRCorp
Grey's Anatomy S16E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],29,37,2am Feb. 16th,1.3 GB29,UTRCorp
A Million Little Things S02E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],9,1,2am Feb. 16th,681.3 MB9,UTRCorp
The Good Doctor S03E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],10,1,3am Feb. 14th,754.4 MB10,UTRCorp
Project Blue Book S02E04 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],8,0,3am Feb. 14th,687.6 MB8,UTRCorp
Prodigal Son S01E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],5,4,3am Feb. 14th,1.2 GB5,UTRCorp
Manifest S02E06 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],11,3,3am Feb. 14th,962.6 MB11,UTRCorp
Hawaii Five-0 S10E15 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],5,4,3am Feb. 14th,1.8 GB5,UTRCorp
Curb Your Enthusiasm S10E04 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]4,22,2,3am Feb. 14th,1.3 GB22,UTRCorp
Bull (2016) S04E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],7,1,3am Feb. 14th,1.1 GB7,UTRCorp
9-1-1 Lone Star S01E05 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],5,3,3am Feb. 14th,1.0 GB5,UTRCorp
Star Trek Picard S01E04 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],45,0,9pm Feb. 13th,883.5 MB45,UTRCorp
Midway (2019) (1080p BluRay x265 HEVC 10bit TrueHD 7.1 Qman) [UTR],6,6,6pm Feb. 13th,17.7 GB6,UTRCorp
Kidding S02E02 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],15,1,5am Feb. 13th,955.2 MB15,UTRCorp
Kidding S02E01 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]2,12,0,5am Feb. 13th,574.1 MB12,UTRCorp
Homeland S08E01 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],13,6,5am Feb. 13th,1.3 GB13,UTRCorp
Charmed (2018) S02E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],1,1,5am Feb. 13th,564.6 MB1,UTRCorp
Jojo Rabbit (2019) (1080p BluRay x265 HEVC 10bit DTS 5.1 Qman) [UTR]4,16,6,10pm Feb. 10th,8.8 GB16,UTRCorp
Hawaii Five-0 S10E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]7,8,0,6pm Feb. 9th,1.1 GB8,UTRCorp
The Sinner S03E01 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]5,11,3,8am Feb. 9th,1.1 GB11,UTRCorp
The Magicians (2015) S05E04 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],6,0,8am Feb. 9th,915.4 MB6,UTRCorp
Nancy Drew (2019) S01E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],6,1,8am Feb. 9th,1.0 GB6,UTRCorp
Mom S07E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],7,0,8am Feb. 9th,597.0 MB7,UTRCorp
Legacies S02E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],3,0,8am Feb. 9th,901.7 MB3,UTRCorp
Grey's Anatomy S16E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],26,28,7am Feb. 9th,871.9 MB26,UTRCorp
Brooklyn Nine-Nine S07E02 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],42,15,7am Feb. 9th,518.3 MB42,UTRCorp
Brooklyn Nine-Nine S07E01 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],32,11,7am Feb. 9th,619.8 MB32,UTRCorp
A Million Little Things S02E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],5,4,7am Feb. 9th,545.4 MB5,UTRCorp
Star Trek Picard S01E03 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],15,1,7pm Feb. 7th,844.0 MB15,UTRCorp
Project Blue Book S02E03 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],5,2,7pm Feb. 7th,807.9 MB5,UTRCorp
Fresh Off the Boat S06E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],4,5,7pm Feb. 7th,422.0 MB4,UTRCorp
Stumptown (2019) Season 01 S01 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]2,5,17,7pm Feb. 7th,9.8 GB5,UTRCorp
Prodigal Son S01E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],4,1,6pm Feb. 6th,1.2 GB4,UTRCorp
Manifest S02E05 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],11,0,6pm Feb. 6th,926.9 MB11,UTRCorp
Hawaii Five-0 S10E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]2,7,0,6pm Feb. 6th,1.8 GB7,UTRCorp
Bull (2016) S04E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],4,1,6pm Feb. 6th,"1,020.9 MB4",UTRCorp
9-1-1 Lone Star S01E04 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],6,4,6pm Feb. 6th,1.2 GB6,UTRCorp
Jojo Rabbit (2019) (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]4,79,25,6am Feb. 6th,2.9 GB79,UTRCorp
It Comes (2018) (1080p BluRay x265 HEVC 10bit DTS 5.1 Qman) [UTR]8,2,2,6pm Feb. 5th,15.4 GB2,UTRCorp
Curb Your Enthusiasm S10E03 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]2,11,0,6pm Feb. 5th,996.9 MB11,UTRCorp
S.W.A.T. (2017) S03E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],7,3,4am Feb. 4th,1.6 GB7,UTRCorp
Magnum P.I. S02E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,10,3,4am Feb. 4th,1.6 GB10,UTRCorp
Legacies S02E11 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,6,3,4am Feb. 4th,935.6 MB6,UTRCorp
Charmed (2018) S02E11 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],7,1,4am Feb. 4th,701.9 MB7,UTRCorp
A Million Little Things S02E11 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],4,7,4am Feb. 4th,539.9 MB4,UTRCorp
Ford v Ferrari (2019) (1080p BluRay x265 HEVC 10bit TrueHD 7.1 Qman) [UTR]3,10,4,5am Feb. 3rd,12.7 GB10,UTRCorp
The Good Place S04E13 (1080p NF WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,26,0,7pm Feb. 1st,1.7 GB26,UTRCorp
Superstore S05E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],10,0,7pm Feb. 1st,683.6 MB10,UTRCorp
Supernatural S15E11 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],24,1,7pm Feb. 1st,769.5 MB24,UTRCorp
Star Trek Picard S01E02 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],28,1,7pm Feb. 1st,811.4 MB28,UTRCorp
New Amsterdam (2018) S02E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],5,1,7pm Feb. 1st,828.9 MB5,UTRCorp
Nancy Drew (2019) S01E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],3,1,7pm Feb. 1st,1.2 GB3,UTRCorp
Mom S07E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],6,2,7pm Feb. 1st,541.5 MB6,UTRCorp
Grey's Anatomy S16E11 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],34,70,7pm Feb. 1st,1.3 GB34,UTRCorp
The Resident S03E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]2,2,3,Jan. 31st '20,903.4 MB2,UTRCorp
The Magicians (2015) S05E03 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],10,0,Jan. 31st '20,955.5 MB10,UTRCorp
The Goldbergs (2013) S07E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],7,0,Jan. 31st '20,684.4 MB7,UTRCorp
Single Parents S02E14 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],1,4,Jan. 31st '20,458.2 MB1,UTRCorp
Schooled S02E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],2,1,Jan. 31st '20,604.1 MB2,UTRCorp
Schooled S02E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],1,0,Jan. 31st '20,670.8 MB1,UTRCorp
Project Blue Book S02E02 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],10,1,Jan. 31st '20,693.7 MB10,UTRCorp
Prodigal Son S01E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],3,1,Jan. 31st '20,1.0 GB3,UTRCorp
Boyz n the Hood (1991) (1080p BluRay x265 HEVC 10bit TrueHD 7.1 Qman) [UTR]1,6,4,Jan. 31st '20,11.9 GB6,UTRCorp
The Good Doctor S03E13 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],7,0,Jan. 30th '20,707.6 MB7,UTRCorp
The Goldbergs (2013) S07E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,3,2,Jan. 30th '20,657.8 MB3,UTRCorp
Manifest S02E04 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],8,4,Jan. 30th '20,986.5 MB8,UTRCorp
9-1-1 Lone Star S01E03 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],4,4,Jan. 30th '20,1.0 GB4,UTRCorp
Shameless (US) S10E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]3,9,2,Jan. 28th '20,1.5 GB9,UTRCorp
Power S06E14 (1080p NF WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],6,1,Jan. 28th '20,1.0 GB6,UTRCorp
Fresh Off the Boat S06E12 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],3,4,Jan. 28th '20,499.2 MB3,UTRCorp
Curb Your Enthusiasm S10E02 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR]1,5,0,Jan. 28th '20,806.1 MB5,UTRCorp
Charmed (2018) S02E10 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],4,0,Jan. 28th '20,590.1 MB4,UTRCorp
The Good Place S04E12 (1080p NF WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],14,2,Jan. 25th '20,660.6 MB14,UTRCorp
